"mtm","part","srcLoc","period","attachRate"
2064100,00000DEFAULT,GLN,2,+00000000000000000000000000011.00
2064100,00000FLPYDSK,GLN,2,+00000000000000000000000000002.00
2064100,00000RSTDISK,GLN,2,+00000000000000000000000000003.00
2064100,00001IET64WW,GLN,2,+00000000000000000000000000001.00
2064100,00001IET66WW,GLN,2,+00000000000000000000000000001.00
2064100,00099005W96T,GLN,2,+00000000000000000000000000000.50
2064100,00099005W96Y,GLN,2,+00000000000000000000000000000.50
2064100,00099006R56Y,GLN,2,+00000000000000000000000000000.50
2064100,00099006R57B,GLN,2,+00000000000000000000000000000.50
2064100,000MK4019GAX,GLN,2,+00000000000000000000000000001.00
2064100,00MK4026GAXB,GLN,2,+00000000000000000000000000001.00
2064100,000000267448,GLN,5,+00000000000000000000000000002.00
2064100,0000002K6572,GLN,5,+00000000000000000000000000002.00
2064100,0000004N1872,GLN,5,+00000000000000000000000000001.00
2064100,0000004N1873,GLN,5,+00000000000000000000000000001.00
2064100,0000004N1874,GLN,5,+00000000000000000000000000001.00
2064100,0000004N1875,GLN,5,+00000000000000000000000000001.00
2064100,0000005N4630,GLN,5,+00000000000000000000000000001.00
2064100,0000005N4669,GLN,5,+00000000000000000000000000001.00
2064100,0000005N4670,GLN,5,+00000000000000000000000000001.00
2064100,0000005N4859,GLN,5,+00000000000000000000000000002.00
2064100,0000005N4860,GLN,5,+00000000000000000000000000002.00
2064100,0000005N6551,GLN,5,+00000000000000000000000000001.00
2064100,0000005N6753,GLN,5,+00000000000000000000000000002.00
2064100,0000005N6787,GLN,5,+00000000000000000000000000001.00
2064100,0000005N6788,GLN,5,+00000000000000000000000000001.00
2064100,0000005N6789,GLN,5,+00000000000000000000000000001.00
2064100,0000005N6790,GLN,5,+00000000000000000000000000001.00
2064100,0000007H5349,GLN,5,+00000000000000000000000000002.00
2064100,0000008L3160,GLN,5,+00000000000000000000000000008.00
2064100,0000008L3161,GLN,5,+00000000000000000000000000006.00
2064100,0000009K1596,GLN,5,+00000000000000000000000000002.00
2064100,0000010K0031,GLN,5,+00000000000000000000000000002.00
2064100,0000011J6206,GLN,5,+00000000000000000000000000002.00
2064100,0000011P0127,GLN,5,+00000000000000000000000000002.00
2064100,0000011P0138,GLN,5,+00000000000000000000000000001.00
2064100,0000011P0139,GLN,5,+00000000000000000000000000001.00
2064100,0000011P0140,GLN,5,+00000000000000000000000000001.00
2064100,0000011P0141,GLN,5,+00000000000000000000000000001.00
2064100,0000011P0210,GLN,5,+00000000000000000000000000002.00
2064100,0000011P0271,GLN,5,+00000000000000000000000000001.00
2064100,0000011P0363,GLN,5,+00000000000000000000000000006.00
2064100,0000011P0691,GLN,5,+00000000000000000000000000001.00
2064100,0000011P0692,GLN,5,+00000000000000000000000000001.00
2064100,0000011P0693,GLN,5,+00000000000000000000000000001.00
2064100,0000011P0694,GLN,5,+00000000000000000000000000001.00
2064100,0000011P0809,GLN,5,+00000000000000000000000000002.00
2064100,0000011P1128,GLN,5,+00000000000000000000000000002.00
2064100,0000011P1186,GLN,5,+00000000000000000000000000002.00
2064100,0000011P1300,GLN,5,+00000000000000000000000000001.00
2064100,0000011P1301,GLN,5,+00000000000000000000000000001.00
2064100,0000011P1509,GLN,5,+00000000000000000000000000001.00
2064100,0000011P1510,GLN,5,+00000000000000000000000000001.00
2064100,0000011P1788,GLN,5,+00000000000000000000000000002.00
2064100,0000011P1818,GLN,5,+00000000000000000000000000002.00
2064100,0000011P1860,GLN,5,+00000000000000000000000000002.00
2064100,0000011P1948,GLN,5,+00000000000000000000000000004.00
2064100,0000011P2233,GLN,5,+00000000000000000000000000004.00
2064100,0000011P2347,GLN,5,+00000000000000000000000000001.00
2064100,0000011P2461,GLN,5,+00000000000000000000000000001.00
2064100,0000011P3461,GLN,5,+00000000000000000000000000002.00
2064100,0000012K0716,GLN,5,+00000000000000000000000000002.00
2064100,0000012K0919,GLN,5,+00000000000000000000000000001.00
2064100,0000012K0920,GLN,5,+00000000000000000000000000001.00
2064100,0000012R7425,GLN,5,+00000000000000000000000000004.00
2064100,0000021L2694,GLN,5,+00000000000000000000000000010.00
2064100,000002366AG8,GLN,5,+00000000000000000000000000000.50
2064100,000002366AU8,GLN,5,+00000000000000000000000000003.50
2064100,0000031L5057,GLN,5,+00000000000000000000000000002.00
2064100,0000031L7627,GLN,5,+00000000000000000000000000002.00
2064100,0000034L4809,GLN,5,+00000000000000000000000000004.00
2064100,000003948134,GLN,5,+00000000000000000000000000002.00
2064100,0000044P1001,GLN,5,+00000000000000000000000000002.00
2064100,0000044P1238,GLN,5,+00000000000000000000000000001.00
2064100,0000044P1239,GLN,5,+00000000000000000000000000001.00
2064100,0000044P1540,GLN,5,+00000000000000000000000000001.00
2064100,0000060H1247,GLN,5,+00000000000000000000000000002.00
2064100,0000060H1300,GLN,5,+00000000000000000000000000001.00
2064100,0000060H1332,GLN,5,+00000000000000000000000000002.00
2064100,00000DEFAULT,GLN,5,+00000000000000000000000000011.00
2064100,00000FLPYDSK,GLN,5,+00000000000000000000000000002.00
2064100,00000RSTDISK,GLN,5,+00000000000000000000000000003.00
2064100,00001IET66WW,GLN,5,+00000000000000000000000000000.50
2064100,00001IET67WW,GLN,5,+00000000000000000000000000001.50
2064100,00099005W94V,GLN,5,+00000000000000000000000000000.50
2064100,00099006R80T,GLN,5,+00000000000000000000000000000.50
2064100,00099006R81R,GLN,5,+00000000000000000000000000000.50
2064100,00099006R81Y,GLN,5,+00000000000000000000000000000.50
2064100,000MK4019GAX,GLN,5,+00000000000000000000000000001.50
2064100,00MK4026GAXB,GLN,5,+00000000000000000000000000000.50
2064100,000000267382,GLN,9,+00000000000000000000000000002.00
2064100,0000002K6572,GLN,9,+00000000000000000000000000002.00
2064100,0000004N1872,GLN,9,+00000000000000000000000000001.00
2064100,0000004N1873,GLN,9,+00000000000000000000000000001.00
2064100,0000004N1874,GLN,9,+00000000000000000000000000001.00
2064100,0000004N1875,GLN,9,+00000000000000000000000000001.00
2064100,0000005N4630,GLN,9,+00000000000000000000000000001.00
2064100,0000005N4669,GLN,9,+00000000000000000000000000001.00
2064100,0000005N4670,GLN,9,+00000000000000000000000000001.00
2064100,0000005N4859,GLN,9,+00000000000000000000000000002.00
2064100,0000005N4860,GLN,9,+00000000000000000000000000002.00
2064100,0000005N6551,GLN,9,+00000000000000000000000000001.00
2064100,0000005N6753,GLN,9,+00000000000000000000000000002.00
2064100,0000005N6787,GLN,9,+00000000000000000000000000001.00
2064100,0000005N6788,GLN,9,+00000000000000000000000000001.00
2064100,0000005N6789,GLN,9,+00000000000000000000000000001.00
2064100,0000005N6790,GLN,9,+00000000000000000000000000001.00
2064100,0000007H5349,GLN,9,+00000000000000000000000000002.00
2064100,0000008L3160,GLN,9,+00000000000000000000000000008.00
2064100,0000008L3161,GLN,9,+00000000000000000000000000006.00
2064100,0000009K1596,GLN,9,+00000000000000000000000000002.00
2064100,0000011J6206,GLN,9,+00000000000000000000000000002.00
2064100,0000011P0127,GLN,9,+00000000000000000000000000002.00
2064100,0000011P0138,GLN,9,+00000000000000000000000000001.00
2064100,0000011P0139,GLN,9,+00000000000000000000000000001.00
2064100,0000011P0140,GLN,9,+00000000000000000000000000001.00
2064100,0000011P0141,GLN,9,+00000000000000000000000000001.00
2064100,0000011P0210,GLN,9,+00000000000000000000000000002.00
2064100,0000011P0271,GLN,9,+00000000000000000000000000001.00
2064100,0000011P0363,GLN,9,+00000000000000000000000000008.00
2064100,0000011P0691,GLN,9,+00000000000000000000000000001.00
2064100,0000011P0692,GLN,9,+00000000000000000000000000001.00
2064100,0000011P0693,GLN,9,+00000000000000000000000000001.00
2064100,0000011P0694,GLN,9,+00000000000000000000000000001.00
2064100,0000011P0809,GLN,9,+00000000000000000000000000002.00
2064100,0000011P1130,GLN,9,+00000000000000000000000000002.00
2064100,0000011P1186,GLN,9,+00000000000000000000000000002.00
2064100,0000011P1300,GLN,9,+00000000000000000000000000001.00
2064100,0000011P1301,GLN,9,+00000000000000000000000000001.00
2064100,0000011P1509,GLN,9,+00000000000000000000000000001.00
2064100,0000011P1510,GLN,9,+00000000000000000000000000001.00
2064100,0000011P1788,GLN,9,+00000000000000000000000000002.00
2064100,0000011P1818,GLN,9,+00000000000000000000000000002.00
2064100,0000011P1860,GLN,9,+00000000000000000000000000002.00
2064100,0000011P2233,GLN,9,+00000000000000000000000000003.50
2064100,0000011P2347,GLN,9,+00000000000000000000000000001.00
2064100,0000011P2461,GLN,9,+00000000000000000000000000001.00
2064100,0000011P2675,GLN,9,+00000000000000000000000000000.50
2064100,0000011P3461,GLN,9,+00000000000000000000000000002.00
2064100,0000012K0716,GLN,9,+00000000000000000000000000002.00
2064100,0000012K0919,GLN,9,+00000000000000000000000000001.00
2064100,0000012K0920,GLN,9,+00000000000000000000000000001.00
2064100,0000012R7425,GLN,9,+00000000000000000000000000003.00
2064100,0000019K4655,GLN,9,+00000000000000000000000000001.00
2064100,000002647MU3,GLN,9,+00000000000000000000000000004.00
2064100,0000026P8069,GLN,9,+00000000000000000000000000004.00
2064100,000003173990,GLN,9,+00000000000000000000000000002.00
2064100,0000031L5057,GLN,9,+00000000000000000000000000002.00
2064100,0000031L7627,GLN,9,+00000000000000000000000000002.00
2064100,0000033L3070,GLN,9,+00000000000000000000000000001.00
2064100,0000034L4809,GLN,9,+00000000000000000000000000004.00
2064100,0000044P1001,GLN,9,+00000000000000000000000000002.00
2064100,0000044P1238,GLN,9,+00000000000000000000000000001.00
2064100,0000044P1239,GLN,9,+00000000000000000000000000001.00
2064100,0000044P1540,GLN,9,+00000000000000000000000000000.50
2064100,0000060H1247,GLN,9,+00000000000000000000000000002.00
2064100,0000060H1300,GLN,9,+00000000000000000000000000001.00
2064100,0000060H1332,GLN,9,+00000000000000000000000000002.00
2064100,00000DEFAULT,GLN,9,+00000000000000000000000000011.00
2064100,00000FLPYDSK,GLN,9,+00000000000000000000000000002.00
2064100,00000RSTDISK,GLN,9,+00000000000000000000000000003.00
2064100,00001AET59WW,GLN,9,+00000000000000000000000000002.00
2064100,0007800X9VT2,GLN,9,+00000000000000000000000000000.50
2064100,0007800X9VT8,GLN,9,+00000000000000000000000000000.50
2064100,0007800X9VV1,GLN,9,+00000000000000000000000000000.50
2064100,0007800X9WD2,GLN,9,+00000000000000000000000000000.50
2064100,000MK4019GAX,GLN,9,+00000000000000000000000000001.50
2064100,00MK4026GAXB,GLN,9,+00000000000000000000000000000.50
2064100,000000267382,GLN,13,+00000000000000000000000000002.00
2064100,0000002K6572,GLN,13,+00000000000000000000000000002.00
2064100,0000004N1872,GLN,13,+00000000000000000000000000001.00
2064100,0000004N1873,GLN,13,+00000000000000000000000000001.00
2064100,0000004N1874,GLN,13,+00000000000000000000000000001.00
2064100,0000004N1875,GLN,13,+00000000000000000000000000001.00
2064100,0000005J5042,GLN,13,+00000000000000000000000000001.00
2064100,0000005N4630,GLN,13,+00000000000000000000000000001.00
2064100,0000005N4669,GLN,13,+00000000000000000000000000001.00
2064100,0000005N4670,GLN,13,+00000000000000000000000000001.00
2064100,0000005N4859,GLN,13,+00000000000000000000000000004.00
2064100,0000005N4860,GLN,13,+00000000000000000000000000004.00
2064100,0000005N6551,GLN,13,+00000000000000000000000000001.00
2064100,0000005N6753,GLN,13,+00000000000000000000000000002.00
2064100,0000005N6787,GLN,13,+00000000000000000000000000001.00
2064100,0000005N6788,GLN,13,+00000000000000000000000000001.00
2064100,0000005N6789,GLN,13,+00000000000000000000000000001.00
2064100,0000005N6790,GLN,13,+00000000000000000000000000001.00
2064100,0000007H5349,GLN,13,+00000000000000000000000000004.00
2064100,0000007H6255,GLN,13,+00000000000000000000000000001.00
2064100,0000008L3160,GLN,13,+00000000000000000000000000008.00
2064100,0000008L3161,GLN,13,+00000000000000000000000000006.00
2064100,0000009K1596,GLN,13,+00000000000000000000000000002.00
2064100,000001071972,GLN,13,+00000000000000000000000000001.00
2064100,0000011J6206,GLN,13,+00000000000000000000000000002.00
2064100,0000011P0127,GLN,13,+00000000000000000000000000002.00
2064100,0000011P0138,GLN,13,+00000000000000000000000000001.00
2064100,0000011P0139,GLN,13,+00000000000000000000000000001.00
2064100,0000011P0140,GLN,13,+00000000000000000000000000001.00
2064100,0000011P0141,GLN,13,+00000000000000000000000000001.00
2064100,0000011P0210,GLN,13,+00000000000000000000000000002.00
2064100,0000011P0271,GLN,13,+00000000000000000000000000001.00
2064100,0000011P0362,GLN,13,+00000000000000000000000000004.00
2064100,0000011P0671,GLN,13,+00000000000000000000000000001.00
2064100,0000011P0672,GLN,13,+00000000000000000000000000001.00
2064100,0000011P0673,GLN,13,+00000000000000000000000000001.00
2064100,0000011P0674,GLN,13,+00000000000000000000000000001.00
2064100,0000011P0691,GLN,13,+00000000000000000000000000001.00
2064100,0000011P0692,GLN,13,+00000000000000000000000000001.00
2064100,0000011P0693,GLN,13,+00000000000000000000000000001.00
2064100,0000011P0694,GLN,13,+00000000000000000000000000001.00
2064100,0000011P0699,GLN,13,+00000000000000000000000000001.00
2064100,0000011P0700,GLN,13,+00000000000000000000000000001.00
2064100,0000011P0701,GLN,13,+00000000000000000000000000001.00
2064100,0000011P0702,GLN,13,+00000000000000000000000000001.00
2064100,0000011P0809,GLN,13,+00000000000000000000000000002.00
2064100,0000011P0908,GLN,13,+00000000000000000000000000000.33
2064100,0000011P0998,GLN,13,+00000000000000000000000000001.00
2064100,0000011P1129,GLN,13,+00000000000000000000000000002.00
2064100,0000011P1186,GLN,13,+00000000000000000000000000002.00
2064100,0000011P1300,GLN,13,+00000000000000000000000000002.00
2064100,0000011P1301,GLN,13,+00000000000000000000000000002.00
2064100,0000011P1509,GLN,13,+00000000000000000000000000001.00
2064100,0000011P1510,GLN,13,+00000000000000000000000000001.00
2064100,0000011P1788,GLN,13,+00000000000000000000000000002.00
2064100,0000011P1818,GLN,13,+00000000000000000000000000002.00
2064100,0000011P1860,GLN,13,+00000000000000000000000000002.00
2064100,0000011P1861,GLN,13,+00000000000000000000000000002.00
2064100,0000011P1891,GLN,13,+00000000000000000000000000004.00
2064100,0000011P2233,GLN,13,+00000000000000000000000000003.66
2064100,0000011P2347,GLN,13,+00000000000000000000000000001.00
2064100,0000011P2461,GLN,13,+00000000000000000000000000001.00
2064100,0000011P2468,GLN,13,+00000000000000000000000000008.00
2064100,0000011P3419,GLN,13,+00000000000000000000000000000.66
2064100,0000011P3461,GLN,13,+00000000000000000000000000002.00
2064100,0000012K0716,GLN,13,+00000000000000000000000000002.00
2064100,0000012K0919,GLN,13,+00000000000000000000000000001.00
2064100,0000012K0920,GLN,13,+00000000000000000000000000001.00
2064100,0000012R7425,GLN,13,+00000000000000000000000000001.33
2064100,0000016R0946,GLN,13,+00000000000000000000000000000.33
2064100,0000019K1568,GLN,13,+00000000000000000000000000001.00
2064100,0000019K4655,GLN,13,+00000000000000000000000000000.66
2064100,0000019P0484,GLN,13,+00000000000000000000000000001.00
2064100,0000021L4322,GLN,13,+00000000000000000000000000001.00
2064100,0000024P3615,GLN,13,+00000000000000000000000000002.00
2064100,0000025P5090,GLN,13,+00000000000000000000000000007.00
2064100,000002647MU3,GLN,13,+00000000000000000000000000004.00
2064100,0000026P8069,GLN,13,+00000000000000000000000000004.00
2064100,000003173990,GLN,13,+00000000000000000000000000001.33
2064100,0000031L5057,GLN,13,+00000000000000000000000000002.00
2064100,0000031L7627,GLN,13,+00000000000000000000000000004.00
2064100,000003270CBL,GLN,13,+00000000000000000000000000001.00
2064100,0000033F8354,GLN,13,+00000000000000000000000000001.00
2064100,0000033L2596,GLN,13,+00000000000000000000000000001.00
2064100,0000033L3070,GLN,13,+00000000000000000000000000001.33
2064100,0000034L4809,GLN,13,+00000000000000000000000000004.00
2064100,0000037L4525,GLN,13,+00000000000000000000000000001.00
2064100,000003948134,GLN,13,+00000000000000000000000000001.33
2064100,0000041H8874,GLN,13,+00000000000000000000000000001.66
2064100,0000044P1001,GLN,13,+00000000000000000000000000002.00
2064100,0000044P1217,GLN,13,+00000000000000000000000000004.00
2064100,0000044P1238,GLN,13,+00000000000000000000000000001.00
2064100,0000044P1239,GLN,13,+00000000000000000000000000001.00
2064100,0000044P3451,GLN,13,+00000000000000000000000000004.66
2064100,0000053F6068,GLN,13,+00000000000000000000000000001.00
2064100,000005960908,GLN,13,+00000000000000000000000000000.33
2064100,0000060H1237,GLN,13,+00000000000000000000000000000.66
2064100,0000060H1247,GLN,13,+00000000000000000000000000002.00
2064100,0000060H1264,GLN,13,+00000000000000000000000000001.00
2064100,0000060H1300,GLN,13,+00000000000000000000000000001.00
2064100,0000060H1332,GLN,13,+00000000000000000000000000002.00
2064100,000006339098,GLN,13,+00000000000000000000000000001.00
2064100,000006792LPU,GLN,13,+00000000000000000000000000001.00
2064100,0000075H9550,GLN,13,+00000000000000000000000000001.00
2064100,00000DEFAULT,GLN,13,+00000000000000000000000000011.00
2064100,00000ETHRCBL,GLN,13,+00000000000000000000000000001.00
2064100,00000FLPYDSK,GLN,13,+00000000000000000000000000003.00
2064100,00000KEYBORD,GLN,13,+00000000000000000000000000001.00
2064100,00000LICCODE,GLN,13,+00000000000000000000000000001.00
2064100,00000RSTDISK,GLN,13,+00000000000000000000000000003.00
2064100,00001AET53WW,GLN,13,+00000000000000000000000000000.66
2064100,00001AET56WW,GLN,13,+00000000000000000000000000001.00
2064100,00001AET58WW,GLN,13,+00000000000000000000000000000.33
2064100,00020KT35AUS,GLN,13,+00000000000000000000000000001.00
2064100,0007800X9CH9,GLN,13,+00000000000000000000000000000.33
2064100,0007800X9FA5,GLN,13,+00000000000000000000000000000.33
2064100,0007800X9NF6,GLN,13,+00000000000000000000000000000.33
2064100,0007800X9NL1,GLN,13,+00000000000000000000000000000.33
2064100,0007800X9NV4,GLN,13,+00000000000000000000000000000.33
2064100,0007800X9PY2,GLN,13,+00000000000000000000000000000.33
2064100,000KA003LAZT,GLN,13,+00000000000000000000000000000.33
2064100,000KA003LBZD,GLN,13,+00000000000000000000000000000.33
2064100,000KA00R53K9,GLN,13,+00000000000000000000000000000.33
