"part","altPart","loc","altConvCost","altConvTime"
0000080P4993,0000080P5169,934,0,0
0000080P4993,0000080P5174,934,0,0
0000080P4993,0000080P5252,934,0,0
0000080P4993,0000080P6457,934,0,0
0000080P4995,0000080P5164,934,0,0
0000080P5115,0000080P4069,934,0,0
0000080P5478,0000080P5493,934,0,0
0000080P5484,0000080P5493,934,0,0
0000080P6006,0000080P4906,934,0,0
0000080P6219,0000080P4915,934,0,0
0000080P6436,0000009P5738,934,0,0
0000080P6439,0000009P3084,934,0,0
0000080P6439,0000080P5522,934,0,0
0000080P6442,0000009P3084,934,0,0
0000080P6442,0000080P5522,934,0,0
0000080P6746,0000009P5738,934,0,0
0000080P6747,0000009P3084,934,0,0
0000080P6747,0000080P5522,934,0,0
0000080P6748,0000009P3084,934,0,0
0000080P6748,0000080P5522,934,0,0
0000097P3753,0000097P6219,934,0,0
0000097P4766,0000097P6585,934,0,0
0000097P5666,0000097P6219,934,0,0
0000097P5935,0000097P6585,934,0,0
0000097P5944,0000097P6585,934,0,0
0000097P6318,0000097P6585,934,0,0
0000097P6336,0000097P6585,934,0,0
0000097P6427,0000097P6219,934,0,0
0000097P6635,0000097P6585,934,0,0
0000097P6636,0000097P6586,934,0,0
0000097P6644,0000097P6585,934,0,0
0000097P6645,0000097P6586,934,0,0
0000000P3171,0000000P5788,970,0,0
0000000P3204,0000009P5738,970,0,0
0000000P3206,0000009P5738,970,0,0
0000000P4045,0000009P3084,970,0,0
0000000P4045,0000080P5522,970,0,0
0000000P4050,0000009P3084,970,0,0
0000000P4050,0000080P5522,970,0,0
0000000P5506,0000009P3084,970,0,0
0000000P5506,0000080P5522,970,0,0
0000000P5511,0000009P3084,970,0,0
0000000P5511,0000080P5522,970,0,0
0000003N5633,0000080P4906,970,0,0
0000003N5830,0000080P6789,970,0,0
0000003N6603,0000080P4071,970,0,0
0000009P6574,0000009P5738,970,0,0
0000018P1452,0000018P4987,970,0,0
0000018P1455,0000018P4988,970,0,0
0000018P2555,0000018P4987,970,0,0
0000018P2556,0000018P4988,970,0,0
0000018P5860,0000017P6699,970,0,0
0000019P3431,0000019P5324,970,0,0
0000019P3432,0000019P5326,970,0,0
0000019P3613,0000019P5350,970,0,0
0000024R0396,0000019P4798,970,0,0
0000024R0966,0000019P4960,970,0,0
0000035L0523,0000035L0524,970,0,0
0000039J0402,0000097P6586,970,0,0
0000039J0974,0000097P6219,970,0,0
0000039J3303,0000097P6585,970,0,0
0000053P0949,0000053P0948,970,0,0
0000053P5574,0000097P5630,970,0,0
0000080P2350,0000000P5788,970,0,0
0000080P2834,0000080P4990,970,0,0
0000080P3168,0000009P3084,970,0,0
0000080P3168,0000080P5522,970,0,0
0000080P3171,0000009P3084,970,0,0
0000080P3171,0000080P5522,970,0,0
0000080P3179,0000080P4915,970,0,0
0000080P3600,0000080P5493,970,0,0
0000080P3670,0000080P4915,970,0,0
0000080P4102,0000080P5494,970,0,0
0000080P4105,0000080P4915,970,0,0
0000080P4376,0000009P5738,970,0,0
0000080P4450,0000009P3084,970,0,0
0000080P4450,0000080P5522,970,0,0
0000080P4456,0000009P3084,970,0,0
0000080P4456,0000080P5522,970,0,0
0000080P4556,0000080P4857,970,0,0
0000080P4916,0000080P4915,970,0,0
0000080P4933,0000080P6460,970,0,0
0000080P4993,0000000P4414,970,0,0
0000080P4993,0000024R0622,970,0,0
0000080P4993,0000024R5730,970,0,0
0000080P4993,0000080P5156,970,0,0
0000080P4993,0000080P5169,970,0,0
0000080P4993,0000080P5174,970,0,0
0000080P4993,0000080P5252,970,0,0
0000080P4993,0000080P6457,970,0,0
0000080P4995,0000080P5164,970,0,0
0000080P5115,0000080P4069,970,0,0
0000080P5478,0000080P5493,970,0,0
0000080P5484,0000080P5493,970,0,0
0000080P6006,0000080P4906,970,0,0
0000080P6219,0000080P4915,970,0,0
0000080P6436,0000009P5738,970,0,0
0000080P6439,0000009P3084,970,0,0
0000080P6439,0000080P5522,970,0,0
0000080P6442,0000009P3084,970,0,0
0000080P6442,0000080P5522,970,0,0
0000080P6746,0000009P5738,970,0,0
0000080P6747,0000009P3084,970,0,0
0000080P6747,0000080P5522,970,0,0
0000080P6748,0000009P3084,970,0,0
0000080P6748,0000080P5522,970,0,0
0000097P3753,0000097P6219,970,0,0
0000097P4766,0000097P6585,970,0,0
0000097P5666,0000097P6219,970,0,0
0000097P5935,0000097P6585,970,0,0
0000097P5944,0000097P6585,970,0,0
0000097P6318,0000097P6585,970,0,0
0000097P6336,0000097P6585,970,0,0
0000097P6427,0000097P6219,970,0,0
0000097P6635,0000097P6585,970,0,0
0000097P6636,0000097P6586,970,0,0
0000097P6644,0000097P6585,970,0,0
0000097P6645,0000097P6586,970,0,0
0000000P6052,0000009P2693,980,0,0
0000009L3301,0000009L3299,980,0,0
0000009P0581,0000009P1664,980,0,0
0000009P0584,0000009P1456,980,0,0
0000011K0826,0000000P2402,980,0,0
0000053P2676,0000021P5454,980,0,0
0000053P4165,0000097P2161,980,0,0
0000053P4218,0000053P0394,980,0,0
0000053P4218,0000097P2216,980,0,0
0000080P3516,0000097P2313,980,0,0
0000080P4694,0000080P3897,980,0,0
0000097P1457,0000007K8666,980,0,0
0000097P1457,0000007K9243,980,0,0
0000097P3747,0000053P4402,980,0,0
0000097P3942,0000053P3943,980,0,0
0000097P5354,0000053P4486,980,0,0
0000097P5760,0000097P3640,980,0,0
0000097P5761,0000097P3641,980,0,0
0000097P5762,0000097P3642,980,0,0
0000000P3171,0000000P5788,983,0,0
0000000P3204,0000009P5738,983,0,0
0000000P3206,0000009P5738,983,0,0
0000000P4045,0000009P3084,983,0,0
0000000P4045,0000080P5522,983,0,0
0000000P4050,0000009P3084,983,0,0
0000000P4050,0000080P5522,983,0,0
0000000P5506,0000009P3084,983,0,0
0000000P5506,0000080P5522,983,0,0
0000000P5511,0000009P3084,983,0,0
0000000P5511,0000080P5522,983,0,0
0000003N5633,0000080P4906,983,0,0
0000003N5830,0000080P6789,983,0,0
0000003N6603,0000080P4071,983,0,0
0000009P6574,0000009P5738,983,0,0
0000018P1452,0000018P4987,983,0,0
0000018P1455,0000018P4988,983,0,0
0000018P2555,0000018P4987,983,0,0
0000018P2556,0000018P4988,983,0,0
0000018P5860,0000017P6699,983,0,0
0000019P3431,0000019P5324,983,0,0
0000019P3432,0000019P5326,983,0,0
0000019P3613,0000019P5350,983,0,0
0000024R0396,0000019P4798,983,0,0
0000024R0966,0000019P4960,983,0,0
0000035L0523,0000035L0524,983,0,0
0000039J0402,0000097P6586,983,0,0
0000039J0974,0000097P6219,983,0,0
0000039J3303,0000097P6585,983,0,0
0000053P0949,0000053P0948,983,0,0
0000053P5574,0000097P5630,983,0,0
0000080P2350,0000000P5788,983,0,0
0000080P2834,0000080P4990,983,0,0
0000080P3168,0000009P3084,983,0,0
0000080P3168,0000080P5522,983,0,0
0000080P3171,0000009P3084,983,0,0
0000080P3171,0000080P5522,983,0,0
0000080P3179,0000080P4915,983,0,0
0000080P3600,0000080P5493,983,0,0
0000080P3670,0000080P4915,983,0,0
0000080P4102,0000080P5494,983,0,0
0000080P4105,0000080P4915,983,0,0
0000080P4376,0000009P5738,983,0,0
0000080P4450,0000009P3084,983,0,0
0000080P4450,0000080P5522,983,0,0
0000080P4456,0000009P3084,983,0,0
0000080P4456,0000080P5522,983,0,0
0000080P4556,0000080P4857,983,0,0
0000080P4916,0000080P4915,983,0,0
0000080P4933,0000080P6460,983,0,0
0000080P4993,0000000P4414,983,0,0
0000080P4993,0000024R0622,983,0,0
0000080P4993,0000024R5730,983,0,0
0000080P4993,0000080P5156,983,0,0
0000080P4993,0000080P5169,983,0,0
0000080P4993,0000080P5174,983,0,0
0000080P4993,0000080P5252,983,0,0
0000080P4993,0000080P6457,983,0,0
0000080P4995,0000080P5164,983,0,0
0000080P5115,0000080P4069,983,0,0
0000080P5478,0000080P5493,983,0,0
0000080P5484,0000080P5493,983,0,0
0000080P6006,0000080P4906,983,0,0
0000080P6219,0000080P4915,983,0,0
0000080P6436,0000009P5738,983,0,0
0000080P6439,0000009P3084,983,0,0
0000080P6439,0000080P5522,983,0,0
0000080P6442,0000009P3084,983,0,0
0000080P6442,0000080P5522,983,0,0
0000080P6746,0000009P5738,983,0,0
0000080P6747,0000009P3084,983,0,0
0000080P6747,0000080P5522,983,0,0
0000080P6748,0000009P3084,983,0,0
0000080P6748,0000080P5522,983,0,0
0000097P3753,0000097P6219,983,0,0
0000097P4766,0000097P6585,983,0,0
0000097P5666,0000097P6219,983,0,0
0000097P5935,0000097P6585,983,0,0
0000097P5944,0000097P6585,983,0,0
0000097P6318,0000097P6585,983,0,0
0000097P6336,0000097P6585,983,0,0
0000097P6427,0000097P6219,983,0,0
0000097P6635,0000097P6585,983,0,0
0000097P6636,0000097P6586,983,0,0
0000097P6644,0000097P6585,983,0,0
0000097P6645,0000097P6586,983,0,0
**0000044P4719,0000016R1192,992,0,0
*0000016R1243,0000044P4717,992,0,0
*0000031L7567,0000051H8700,992,0,0
*0000097P2171,0000053P0378,992,0,0
0000000P1476,0000009P4146,992,0,0
0000000P2526,0000080P4527,992,0,0
0000000P3055,0000000P4499,992,0,0
0000000P3056,0000000P6130,992,0,0
0000000P3792,0000012R6955,992,0,0
0000000P3793,0000012R6957,992,0,0
0000000P3809,0000000P3828,992,0,0
0000000P3810,0000000P3830,992,0,0
0000000P3811,0000003N5259,992,0,0
0000000P3832,0000000P3811,992,0,0
0000000P3832,0000003N5259,992,0,0
0000000P3834,0000000P3944,992,0,0
0000000P3834,0000003N5264,992,0,0
0000000P3944,0000003N5264,992,0,0
0000000P4017,0000000P4811,992,0,0
0000000P4289,0000000P6131,992,0,0
0000000P4290,0000000P6132,992,0,0
0000000P4295,0000080P4543,992,0,0
0000000P4494,0000080P3388,992,0,0
0000000P4501,0000000P6130,992,0,0
0000000P5258,0000003N5274,992,0,0
0000000P5371,0000080P6576,992,0,0
0000000P5889,0000000P4811,992,0,0
0000002K3488,0000080P4638,992,0,0
0000003N4554,0000003N6819,992,0,0
0000003N4563,0000003N6830,992,0,0
0000003N4675,0000003N6801,992,0,0
0000003N5447,0000010N7269,992,0,0
0000003N5562,0000003N6830,992,0,0
0000003N5912,0000003N6819,992,0,0
0000003N6324,0000003N5259,992,0,0
0000003N6329,0000003N5264,992,0,0
0000003N6339,0000003N5274,992,0,0
0000003N6349,0000003N5284,992,0,0
0000003N6441,0000003N7069,992,0,0
0000003N6748,0000010N6707,992,0,0
0000003N6924,0000003N7070,992,0,0
0000003N6929,0000010N6716,992,0,0
0000003N6930,0000003N7071,992,0,0
0000003N6973,0000010N8587,992,0,0
0000003N6981,0000010N8586,992,0,0
0000005N4595,0000005N5824,992,0,0
0000005N4613,0000012K0667,992,0,0
0000005N5292,0000041V0143,992,0,0
0000005N6767,0000012R9312,992,0,0
0000007H5349,0000044P3577,992,0,0
0000008L3147,0000008L3148,992,0,0
0000009P1722,0000009P0144,992,0,0
0000009P3906,0000044P3585,992,0,0
0000009P3935,0000044P3584,992,0,0
0000009P4434,0000000P3828,992,0,0
0000009P4444,0000000P3830,992,0,0
0000009P4481,0000009P4479,992,0,0
0000009P4520,0000009P4542,992,0,0
0000009P5308,0000000P3828,992,0,0
0000009P5309,0000000P3810,992,0,0
0000009P5309,0000000P3830,992,0,0
0000010J0077,0000012R7867,992,0,0
0000010R9912,0000041M9528,992,0,0
0000011J5332,0000044P2801,992,0,0
0000011K0276,0000044P3584,992,0,0
0000011P0127,0000044P1486,992,0,0
0000011P0719,0000044P1073,992,0,0
0000011P0906,0000011P3417,992,0,0
0000011P0908,0000011P2675,992,0,0
0000011P0917,0000041V0007,992,0,0
0000011P0918,0000041V0008,992,0,0
0000011P0998,0000012R6332,992,0,0
0000011P1004,0000011P4398,992,0,0
0000011P1006,0000011P3807,992,0,0
0000011P1129,0000011P1131,992,0,0
0000011P1130,0000011P1132,992,0,0
0000011P1212,0000011P4409,992,0,0
0000011P1540,0000044P2471,992,0,0
0000011P1707,0000011P3557,992,0,0
0000011P1787,0000044P3865,992,0,0
0000011P1818,0000041U0268,992,0,0
0000011P1925,0000011P4398,992,0,0
0000011P1927,0000011P3807,992,0,0
0000011P1947,0000044P1217,992,0,0
0000011P2468,0000044P4382,992,0,0
0000011P2469,0000044P4383,992,0,0
0000011P2486,0000011P3808,992,0,0
0000011P2947,0000044P1217,992,0,0
0000011P3039,0000044P1124,992,0,0
0000011P3265,0000012R9233,992,0,0
0000011P3419,0000011P2675,992,0,0
0000011P3524,0000041V2295,992,0,0
0000011P3582,0000041V0686,992,0,0
0000011P3602,0000012R6859,992,0,0
0000011P3645,0000044P1221,992,0,0
0000011P3652,0000044P3450,992,0,0
0000011P3654,0000044P1487,992,0,0
0000011P3732,0000041U0012,992,0,0
0000011P3744,0000012R7291,992,0,0
0000011P3847,0000012R9314,992,0,0
0000011P3855,0000011P3809,992,0,0
0000011P3875,0000044P0360,992,0,0
0000011P3992,0000044P4565,992,0,0
0000011P4205,0000044P4543,992,0,0
0000011P4624,0000012R9234,992,0,0
0000011P4661,0000044P2542,992,0,0
0000011P4752,0000012R7504,992,0,0
0000011P4752,0000044P4502,992,0,0
0000011P4754,0000044P4503,992,0,0
0000011P4845,0000012R7504,992,0,0
0000011P4845,0000044P4502,992,0,0
0000011P4847,0000044P4503,992,0,0
0000011P4936,0000012R9149,992,0,0
0000011P4972,0000044P4348,992,0,0
0000012K0551,0000011P0771,992,0,0
0000012R6164,0000012R9704,992,0,0
0000012R6170,0000012R7165,992,0,0
0000012R6170,0000012R7168,992,0,0
0000012R6202,0000012R6683,992,0,0
0000012R6202,0000012R6848,992,0,0
0000012R6202,0000012R7567,992,0,0
0000012R6205,0000012R6686,992,0,0
0000012R6205,0000012R6850,992,0,0
0000012R6205,0000012R7570,992,0,0
0000012R6223,0000016R1162,992,0,0
0000012R6223,0000044P4865,992,0,0
0000012R6226,0000012R6573,992,0,0
0000012R6226,0000012R9430,992,0,0
0000012R6227,0000012R9200,992,0,0
0000012R6249,0000012R9315,992,0,0
0000012R6269,0000012R6271,992,0,0
0000012R6269,0000016R1163,992,0,0
0000012R6270,0000012R6271,992,0,0
0000012R6270,0000016R1163,992,0,0
0000012R6272,0000012R6271,992,0,0
0000012R6272,0000016R1163,992,0,0
0000012R6273,0000012R6271,992,0,0
0000012R6273,0000016R1163,992,0,0
0000012R6302,0000012R9722,992,0,0
0000012R6304,0000041V0355,992,0,0
0000012R6377,0000012R6262,992,0,0
0000012R6406,0000039X5841,992,0,0
0000012R6407,0000039X5841,992,0,0
0000012R6408,0000039X5841,992,0,0
0000012R6474,0000012R7289,992,0,0
0000012R6475,0000012R7290,992,0,0
0000012R6494,0000041V0146,992,0,0
0000012R6530,0000042V2206,992,0,0
0000012R6539,0000012R8245,992,0,0
0000012R6571,0000012R6856,992,0,0
0000012R6571,0000012R8782,992,0,0
0000012R6573,0000012R9430,992,0,0
0000012R6595,0000012R9471,992,0,0
0000012R6605,0000041U0005,992,0,0
0000012R6683,0000012R6848,992,0,0
0000012R6683,0000012R8771,992,0,0
0000012R6686,0000012R6850,992,0,0
0000012R6686,0000012R8775,992,0,0
0000012R6691,0000016R1162,992,0,0
0000012R6691,0000044P4865,992,0,0
0000012R6700,0000012R7678,992,0,0
0000012R6701,0000012R7805,992,0,0
0000012R6702,0000012R7806,992,0,0
0000012R6719,0000041V2078,992,0,0
0000012R6721,0000041V2081,992,0,0
0000012R6723,0000041V2084,992,0,0
0000012R6765,0000041V0964,992,0,0
0000012R6766,0000041V0965,992,0,0
0000012R6774,0000041V2090,992,0,0
0000012R6848,0000012R8771,992,0,0
0000012R6850,0000012R8775,992,0,0
0000012R6852,0000012R8779,992,0,0
0000012R6856,0000012R8782,992,0,0
0000012R6877,0000012R6271,992,0,0
0000012R6944,0000012R7168,992,0,0
0000012R6984,0000012R6271,992,0,0
0000012R7069,0000012R8567,992,0,0
0000012R7113,0000012R7320,992,0,0
0000012R7165,0000012R7168,992,0,0
0000012R7166,0000012R7168,992,0,0
0000012R7220,0000041V0976,992,0,0
0000012R7221,0000041V0977,992,0,0
0000012R7252,0000041V1230,992,0,0
0000012R7401,0000012R9785,992,0,0
0000012R7567,0000012R8771,992,0,0
0000012R7570,0000012R8775,992,0,0
0000012R7584,0000012R8782,992,0,0
0000012R7666,0000041V2211,992,0,0
0000012R7667,0000012R7837,992,0,0
0000012R7667,0000060H2325,992,0,0
0000012R7668,0000012R7827,992,0,0
0000012R7668,0000060H2322,992,0,0
0000012R7675,0000012R8784,992,0,0
0000012R7710,0000015R6717,992,0,0
0000012R7732,0000012R9350,992,0,0
0000012R7780,0000012R9350,992,0,0
0000012R7827,0000060H2322,992,0,0
0000012R7828,0000060H2322,992,0,0
0000012R7837,0000060H2325,992,0,0
0000012R7838,0000012R7837,992,0,0
0000012R7838,0000060H2325,992,0,0
0000012R7894,0000012R9536,992,0,0
0000012R7899,0000041V2001,992,0,0
0000012R7900,0000041V2005,992,0,0
0000012R7923,0000041V1050,992,0,0
0000012R8018,0000041V2090,992,0,0
0000012R8048,0000012R9000,992,0,0
0000012R8143,0000015R6711,992,0,0
0000012R8144,0000041V2213,992,0,0
0000012R8198,0000041V1584,992,0,0
0000012R8282,0000042V2095,992,0,0
0000012R8285,0000012R9901,992,0,0
0000012R8361,0000012R9201,992,0,0
0000012R8410,0000041V2047,992,0,0
0000012R8423,0000012R8711,992,0,0
0000012R8452,0000041V2087,992,0,0
0000012R8566,0000041U0442,992,0,0
0000012R8569,0000041V1584,992,0,0
0000012R8635,0000060H2322,992,0,0
0000012R8638,0000060H2325,992,0,0
0000012R8656,0000015R7291,992,0,0
0000012R8711,0000012R9763,992,0,0
0000012R8747,0000041V1642,992,0,0
0000012R8749,0000041V2211,992,0,0
0000012R8766,0000041V1050,992,0,0
0000012R8783,0000012R9147,992,0,0
0000012R8801,0000041U0371,992,0,0
0000012R8858,0000041U0005,992,0,0
0000012R8862,0000042V1974,992,0,0
0000012R8991,0000041V2445,992,0,0
0000012R9017,0000041V1050,992,0,0
0000012R9038,0000041U0341,992,0,0
0000012R9087,0000015R7294,992,0,0
0000012R9090,0000015R7297,992,0,0
0000012R9148,0000041V2577,992,0,0
0000012R9359,0000012R8282,992,0,0
0000012R9410,0000041V2078,992,0,0
0000012R9413,0000041V2081,992,0,0
0000012R9416,0000041V2084,992,0,0
0000012R9471,0000015R6709,992,0,0
0000012R9493,0000041V2005,992,0,0
0000012R9494,0000041V2001,992,0,0
0000012R9498,0000041V1110,992,0,0
0000012R9499,0000041V1111,992,0,0
0000012R9516,0000041U0078,992,0,0
0000012R9535,0000041U0125,992,0,0
0000012R9734,0000042R4290,992,0,0
0000012R9800,0000012R9895,992,0,0
0000012R9803,0000041V2005,992,0,0
0000012R9804,0000041V2001,992,0,0
0000012R9805,0000012R8280,992,0,0
0000012R9806,0000012R8281,992,0,0
0000012R9817,0000012R8283,992,0,0
0000012R9818,0000041V2538,992,0,0
0000012R9895,0000041V1227,992,0,0
0000012R9903,0000041V2445,992,0,0
0000016R0045,0000016R0979,992,0,0
0000016R0049,0000016R0985,992,0,0
0000016R0078,0000012R6818,992,0,0
0000016R0081,0000012R7578,992,0,0
0000016R0083,0000016R0566,992,0,0
0000016R0098,0000012R6723,992,0,0
0000016R0101,0000041V1988,992,0,0
0000016R0103,0000015R6716,992,0,0
0000016R0126,0000012R6853,992,0,0
0000016R0203,0000012R7401,992,0,0
0000016R0208,0000012R6226,992,0,0
0000016R0208,0000012R6573,992,0,0
0000016R0208,0000012R9430,992,0,0
0000016R0410,0000012R8531,992,0,0
0000016R0411,0000012R8532,992,0,0
0000016R0455,0000012R6226,992,0,0
0000016R0455,0000012R6573,992,0,0
0000016R0455,0000012R9430,992,0,0
0000016R0504,0000012R6226,992,0,0
0000016R0504,0000012R6573,992,0,0
0000016R0504,0000012R9430,992,0,0
0000016R0696,0000016R0544,992,0,0
0000016R0710,0000012R7165,992,0,0
0000016R0710,0000012R7168,992,0,0
0000016R0722,0000060H1534,992,0,0
0000016R0887,0000012R6774,992,0,0
0000016R0916,0000012R7021,992,0,0
0000016R0933,0000041V1984,992,0,0
0000016R0942,0000041V1992,992,0,0
0000016R1003,0000012R6683,992,0,0
0000016R1003,0000012R6848,992,0,0
0000016R1003,0000012R8771,992,0,0
0000016R1007,0000012R6686,992,0,0
0000016R1007,0000012R6850,992,0,0
0000016R1007,0000012R8775,992,0,0
0000016R1098,0000016R1243,992,0,0
0000016R1098,0000044P4717,992,0,0
0000016R1130,0000016R1680,992,0,0
0000016R1131,0000016R1681,992,0,0
0000016R1132,0000016R1677,992,0,0
0000016R1159,0000016R0544,992,0,0
0000016R1162,0000044P4865,992,0,0
0000016R1163,0000012R6271,992,0,0
0000016R1167,0000016R0544,992,0,0
0000016R1167,0000044P4834,992,0,0
0000016R1169,0000016R1646,992,0,0
0000016R1174,0000012R7506,992,0,0
0000016R1192,0000044P4719,992,0,0
0000016R1280,0000039X5841,992,0,0
0000016R1336,0000012R7734,992,0,0
0000016R1345,0000041V2182,992,0,0
0000016R1346,0000041V2183,992,0,0
0000016R1348,0000041V2184,992,0,0
0000016R1350,0000041V2185,992,0,0
0000016R1352,0000041V2189,992,0,0
0000016R1354,0000041V2190,992,0,0
0000016R1451,0000012R6944,992,0,0
0000016R1451,0000012R7168,992,0,0
0000016R1649,0000012R6852,992,0,0
0000016R1649,0000012R8779,992,0,0
0000016R1653,0000012R6954,992,0,0
0000016R1654,0000012R6956,992,0,0
0000016R1690,0000012R8268,992,0,0
0000019P0484,0000018P7250,992,0,0
0000021K1744,0000040N2290,992,0,0
0000021K1747,0000040N2290,992,0,0
0000021P8219,0000053P3751,992,0,0
0000021P8267,0000039J2432,992,0,0
0000031P7505,0000006P4031,992,0,0
0000031P7507,0000006P4031,992,0,0
0000032R5830,0000040N2061,992,0,0
0000032R7059,0000040N2290,992,0,0
0000032R7819,0000040N2061,992,0,0
0000038R1282,0000040N2290,992,0,0
0000038R1285,0000040N2291,992,0,0
0000038R2153,0000040N2061,992,0,0
0000038R2154,0000040N2061,992,0,0
0000038R2634,0000040N2290,992,0,0
0000038R2720,0000040N2291,992,0,0
0000039J0188,0000039J2750,992,0,0
0000039J2432,0000042R4695,992,0,0
0000039N4473,0000040N2290,992,0,0
0000039N4474,0000040N2291,992,0,0
